"","TEid","Week","ID","Unit","GTreat","Month","Depth","Velocity","Total Fish","Prob.  Fish","Prob.Lepomis","Log(probFish+1)","Enc2","TreatA","Treatment.x","ChlA.ug.cm2","AFDMg.cm2","sdAFDM","ChlA.g.cm2","AutoIndex","Structure","richness","Shannon","TotalN","TotalBM.mg","BMDensity.mgpm2","Enc","Treatment.y","Type","Spp","basketn","Density.npm","Enclosure","BMDensity.gpm2"
"11","w09B01","w09",93,"B1","CONTROL","Sept",0.595,0.004,1,0.083333333,0,0.0347621061255828,"B01","CTRL","CTRL",0.359621750650805,0.00126858435681966,0.000674196834033705,3.59621750650805e-07,3527.55180832058,NA,2,0.693147180559945,0.666666666666667,0.37518765332817,3.77262597615053,"B01","CTRL","Sham","ACT",3,6.70353611530082,"B1",0.00377262597615053
"12","w09B02","w09",90,"B2","AMBSHAM","Sept",0.535,0,0,0,0,0,"B02","AMBS","AMBS",0.134858156494052,0.0010910005027652,0.000419500252287662,1.34858156494052e-07,8089.98529364683,1.85,10,1.76847798811177,23.6666666666667,31.8713993025402,320.476614404628,"B02","AMBS","Live","AMB",3,237.975532093179,"B2",0.320476614404628
"13","w09B03","w09",84,"B3","AMBSHAM","Sept",0.55,0.026,5,0.416666667,0.166666667,0.151267675432836,"B03","AMBS","AMBS",0.674290782470258,0.00118508942038354,0.000749107593370783,6.74290782470258e-07,1757.53465892263,2.11111111111111,8,1.5855733937748,24,39.8307943889594,600.766129546899,"B03","AMBS","Live","AMB",2,361.990950226244,"B3",0.600766129546899
"14","w09B04","w09",73,"B4","AMBLIVE","Sept",0.46,0.017,3,0.25,0.166666667,0.0969100130080564,"B04","AMBL","AMBL",NA,0.000956480153036814,0.000121393210666129,NA,NA,2.65,9,1.14927295538878,44,66.7833559174617,671.52695744054,"B04","AMBL","Live","ACT",3,442.433383609854,"B4",0.67152695744054
"15","w09B05","w09",63,"B5","ACTSHAM","Sept",0.58,0.001,2,0.166666667,0.083333333,0.0669467897546973,"B05","ACTS","ACTS",2.56230497338698,0.00110940530058177,0.000334813004020135,2.56230497338698e-06,432.97160646545,2.27777777777778,14,1.54187798334658,45.6666666666667,66.9501881763734,673.204506549758,"B05","ACTS","Sham","AMB",3,459.192223898106,"B5",0.673204506549757
"16","w09B06","w09",85,"B6","AMBSHAM","Sept",0.51,0.017,3,0.25,0.166666667,0.0969100130080564,"B06","AMBS","AMBS",0.404574469482155,NA,NA,4.04574469482155e-07,NA,1.65,13,1.53443973847569,41.6666666666667,62.316389886084,626.610255264796,"B06","AMBS","Live","AMB",3,418.971007206301,"B6",0.626610255264796
"17","w09B07","w09",74,"B7","AMBLIVE","Sept",0.52,0.003,3,0.25,0.083333333,0.0969100130080564,"B07","AMBL","AMBL",0.179810875325402,0.000946575211281098,0.000218807133204927,1.79810875325402e-07,5264.28231645106,1.83333333333333,14,1.82032021049228,36.6666666666667,84.8598350498333,853.291453492542,"B07","AMBL","Live","ACT",3,368.694486341545,"B7",0.853291453492542
"18","w09B08","w09",94,"B8","CONTROL","Sept",0.53,0.019,1,0.083333333,0,0.0347621061255828,"B08","CTRL","CTRL",2.83202128637508,0.00180652123263314,0.00124653485466872,2.83202128637508e-06,637.891120848686,NA,2,0.562335144618808,1.33333333333333,2.60861457505716,26.2304130221937,"B08","CTRL","Sham","ACT",3,13.4070722306016,"B8",0.0262304130221937
"19","w09B09","w09",53,"B9","ACTLIVE","Sept",0.475,0.004,4,0.333333333,0.25,0.124938736499726,"B09","ACTL",NA,NA,NA,NA,NA,NA,3.83333333333333,8,1.45968594167214,19.6666666666667,20.9316876695706,210.474486370745,"B09","ACTL","Ctrl","Ctrl",3,197.754315401374,"B9",0.210474486370745
"20","w09B10","w09",72,"B10","AMBLIVE","Sept",0.535,0.01,2,0.166666667,0.083333333,0.0669467897546973,"B10","AMBL","AMBL",1.07886525195241,0.00106275572559648,0.000393082777395077,1.07886525195241e-06,985.068083037447,2.15,8,1.72978873374888,11,15.1670910043095,152.509713467165,"B10","AMBL","Live","ACT",3,110.608345902464,"B10",0.152509713467165
"21","w09C01","w09",54,"C1","ACTLIVE","Sept",0.58,0.02,3,0.25,0,0.0969100130080564,"C01","ACTL","ACTL",NA,0.000700786141962612,0.000175007231597657,NA,NA,2.95,12,1.77378885108702,18,23.7459293141057,238.772542122732,"C01","ACTL","Ctrl","Ctrl",3,180.995475113122,"C1",0.238772542122732
"22","w09C02","w09",55,"C2","ACTLIVE","Sept",0.54,0.031,2,0.166666667,0,0.0669467897546973,"C02","ACTL","ACTL",NA,0.000641315252320946,0.000108782382066319,NA,NA,2,11,1.72212171101454,26.3333333333333,74.9722097448784,753.868373503051,"C02","ACTL","Ctrl","Ctrl",3,264.789676554382,"C2",0.75386837350305
"23","w09C03","w09",95,"C3","CONTROL","Sept",0.51,0.025,1,0.083333333,0.083333333,0.0347621061255828,"C03","CTRL","CTRL",1.30362884610917,0.000677640063829319,1.93211243684393e-05,1.30362884610917e-06,519.810577874075,NA,10,1.57255923253487,43.5,29.9999832856588,452.488435681128,"C03","CTRL","Sham","ACT",2,656.108597285068,"C3",0.452488435681128
"24","w09C04","w09",59,"C4","ACTLIVE","Sept",0.59,0.02,0,0,0,0,"C04","ACTL","ACTL",1.34858156494052,0.000728695324283559,2.26636788841876e-05,1.34858156494052e-06,540.342047694906,1.15,10,1.53267394769585,29,17.642378712963,177.399484293243,"C04","ACTL","Ctrl","Ctrl",3,291.603821015586,"C4",0.177399484293243
"25","w09C05","w09",75,"C5","AMBLIVE","Sept",0.52,0.015,9,0.75,0.416666667,0.243038048686294,"C05","AMBL","AMBL",1.30362884610917,0.000865811068016952,0.000119825473092148,1.30362884610917e-06,664.154579427318,3.2,12,1.6087096819729,45.5,44.6826038187743,673.945758955871,"C05","AMBL","Live","ACT",2,686.274509803922,"C5",0.673945758955871
"26","w09C06","w09",56,"C6","ACTLIVE","Sept",0.54,0.008,2,0.166666667,0,0.0669467897546973,"C06","ACTL","ACTL",1.21372340844646,0.000506574035985797,3.50122193100921e-05,1.21372340844646e-06,417.371892525496,2.66666666666667,5,1.38629436111989,4,1.51865318289449,22.9057795308369,"C06","ACTL","Ctrl","Ctrl",2,60.3318250377074,"C6",0.0229057795308369
"27","w09C07","w09",87,"C7","AMBSHAM","Sept",0.6,0.025,8,0.666666667,0.166666667,0.221848749703215,"C07","AMBS","AMBS",2.02287234741077,0.000849752077723025,0.000145459906151175,2.02287234741077e-06,420.07202224633,2.15,7,1.55019095115345,15,8.09383013908847,122.078885959102,"C07","AMBS","Live","AMB",2,226.244343891403,"C7",0.122078885959102
"28","w09C08","w09",76,"C8","AMBLIVE","Sept",0.63,0.024,3,0.25,0.166666667,0.0969100130080564,"C08","AMBL","AMBL",0.988959814289711,0.00136982570806101,6.54728501098702e-05,9.88959814289711e-07,1385.11766430554,1.7,8,1.6878634209388,15.5,10.4849627214975,158.144234110067,"C08","AMBL","Live","ACT",2,233.785822021116,"C8",0.158144234110067
"29","w09C09","w09",64,"C9","ACTSHAM","Sept",0.65,0.027,4,0.333333333,0.083333333,0.124938736499726,"C09","ACTS","ACTS",2.65221041104968,0.000202016065737121,9.65181959402371e-06,2.65221041104968e-06,76.1689437970226,2.1,9,1.65630768946592,15.6666666666667,25.5560827917758,256.97418594043,"C09","ACTS","Sham","AMB",3,157.533098709569,"C9",0.25697418594043
"30","w09C10","w09",86,"C10","AMBSHAM","Sept",0.61,0.022,3,0.25,0.166666667,0.0969100130080564,"C10","AMBS","AMBS",1.97791962857942,0.000691302161890405,NA,1.97791962857942e-06,349.509733308481,2.38888888888889,14,1.54851739780183,46,88.1137734851681,886.01079421989,"C10","AMBS","Live","AMB",3,462.543991955757,"C10",0.88601079421989
"31","w09D01","w09",65,"D1","ACTSHAM","Sept",0.6,0,2,0.166666667,0.166666667,0.0669467897546973,"D01","ACTS","ACTS",2.06782506624213,0.00407054978854287,0.00428126566049792,2.06782506624213e-06,1968.51748003051,2.11111111111111,11,1.79789104310415,22.6666666666667,23.9268433357776,240.591687639795,"D01","ACTS","Sham","AMB",3,227.920227920228,"D1",0.240591687639795
"32","w09D02","w09",66,"D2","ACTSHAM","Sept",0.53,0,1,0.083333333,0.083333333,0.0347621061255828,"D02","ACTS","ACTS",0.584385344807557,0.00340684289910297,0.0028385310558896,5.84385344807557e-07,5829.7883911255,1.75,10,1.89818014405808,14.6666666666667,19.1587507879866,192.647066746975,"D02","ACTS","Sham","AMB",3,147.477794536618,"D2",0.192647066746975
"33","w09D03","w09",77,"D3","AMBLIVE","Sept",0.535,0,6,0.5,0.5,0.176091259055681,"D03","AMBL","AMBL",0.764196220132959,0.000670054346524929,0.00010115068633648,7.64196220132959e-07,876.809291739691,1.77777777777778,12,1.496517875878,36.6666666666667,55.408158095515,557.145883313373,"D03","AMBL","Live","ACT",3,368.694486341545,"D3",0.557145883313373
"34","w09D04","w09",97,"D4","CONTROL","Sept",0.62,0,1,0.083333333,0,0.0347621061255828,"D04","CTRL","CTRL",0.809148938964309,0.00118640326674759,0.00063211178982574,8.09148938964309e-07,1466.23595436726,NA,7,1.58204943500683,13,27.1127651275386,272.627100327185,"D04","CTRL","Sham","ACT",3,130.718954248366,"D4",0.272627100327185
"35","w09D05","w09",98,"D5","CONTROL","Sept",0.53,0,8,0.666666667,0.416666667,0.221848749703215,"D05","CTRL","CTRL",1.25867612727781,0.00116354234001293,0.000345351297282804,1.25867612727781e-06,924.417580342425,NA,11,1.65464477482815,22.6666666666667,30.3679731268686,305.359206906673,"D05","CTRL","Sham","ACT",3,227.920227920228,"D5",0.305359206906673
"36","w09D06","w09",78,"D6","AMBLIVE","Sept",0.595,0,2,0.166666667,0.083333333,0.0669467897546973,"D06","AMBL","AMBL",0.988959814289711,0.00105472765685329,0.000457900278413481,9.88959814289711e-07,1066.50203740666,2.65,10,1.79743377846443,25.6666666666667,51.9253053102429,522.124739167852,"D06","AMBL","Live","ACT",3,258.086140439082,"D6",0.522124739167852
"37","w09D07","w09",57,"D7","ACTLIVE","Sept",0.605,0.002,5,0.416666667,0.166666667,0.151267675432836,"D07","ACTL","ACTL",0.269716312988103,0.000682871647721014,0.000154126022827883,2.69716312988103e-07,2531.81440957609,1.88888888888889,6,1.67262544615032,3.66666666666667,8.08092596138078,81.2561685407821,"D07","ACTL","Ctrl","Ctrl",3,36.8694486341545,"D7",0.0812561685407821
"38","w09D08","w09",88,"D8","AMBSHAM","Sept",0.65,0.009,1,0.083333333,0,0.0347621061255828,"D08","AMBS","AMBS",NA,0.000986514007151911,3.764523521975e-05,NA,NA,1.78571428571429,7,1.67228393438022,13,17.8691800036299,269.520060386575,"D08","AMBS","Live","AMB",2,196.078431372549,"D8",0.269520060386575
"39","w09D09","w09",67,"D9","ACTSHAM","Sept",0.595,0.013,7,0.583333333,0.25,0.199572354813774,"D09","ACTS","ACTS",0.944007095458361,0.000705666882137464,0.000139664127577594,9.44007095458361e-07,747.522858178125,3.27777777777778,15,2.04843377767715,26.6666666666667,66.8197529310189,671.892940482844,"D09","ACTS","Sham","AMB",3,268.141444612033,"D9",0.671892940482844
"40","w09D10","w09",96,"D10","CONTROL","Sept",0.7,0.013,1,0.083333333,0,0.0347621061255828,"D10","CTRL","CTRL",0.314669031819454,0.00105948570797926,NA,3.14669031819454e-07,3366.98435766998,NA,11,2.06329630466422,19.5,13.7759246425895,207.781668817337,"D10","CTRL","Sham","ACT",2,294.117647058824,"D10",0.207781668817337
"41","w09E01","w09",79,"E1","AMBLIVE","Sept",0.55,0.006,5,0.416666667,0.25,0.151267675432836,"E01","AMBL","AMBL",0.85410165779566,0.00153567837391366,0.000545324934496189,8.5410165779566e-07,1798.00420698992,1.11111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","w09E02","w09",89,"E2","AMBSHAM","Sept",0.665,0.014,3,0.25,0.25,0.0969100130080564,"E02","AMBS","AMBS",1.16877068961511,0.00259762024467906,0.00223462604124169,1.16877068961511e-06,2222.52343232057,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","w09E03","w09",69,"E3","ACTSHAM","Sept",0.59,0.034,1,0.083333333,0,0.0347621061255828,"E03","ACTS","ACTS",1.34858156494052,0.00129645979717716,0.000619538921578174,1.34858156494052e-06,961.350674576618,3.2,12,1.70242596000072,32,75.09508150883,755.103886463852,"E03","ACTS","Sham","AMB",3,321.769733534439,"E3",0.755103886463852
"44","w09E04","w09",80,"E4","AMBLIVE","Sept",0.7,0.017,2,0.166666667,0.083333333,0.0669467897546973,"E04","AMBL","AMBL",0.449527188313506,0.000685915391797749,0.000218383908575891,4.49527188313506e-07,1525.85963570102,1.5,9,1.72390150688678,14.6666666666667,29.19951453209,293.610000322675,"E04","AMBL","Live","ACT",3,147.477794536618,"E4",0.293610000322675
"45","w09E05","w09",99,"E5","CONTROL","Sept",0.735,0.01,1,0.083333333,0.083333333,0.0347621061255828,"E05","CTRL","CTRL",1.48343972143457,0.00153208478474185,0.000750129692206545,1.48343972143457e-06,1032.79207277815,NA,3,0.990835386443849,7.5,8.04743196852013,121.379064381902,"E05","CTRL","Sham","ACT",2,113.122171945701,"E5",0.121379064381902
"46","w09E06","w09",58,"E6","ACTLIVE","Sept",0.57,0.035,5,0.416666667,0.25,0.151267675432836,"E06","ACTL","ACTL",NA,0.00291479735525646,0.00170988943656468,NA,NA,3.05,10,1.92165931144634,10.6666666666667,11.6800060867239,117.446013943931,"E06","ACTL","Ctrl","Ctrl",3,107.256577844813,"E6",0.117446013943931
"47","w09E07","w09",70,"E7","ACTSHAM","Sept",0.58,0.014,4,0.333333333,0.25,0.124938736499726,"E07","ACTS",NA,NA,NA,NA,NA,NA,1.22222222222222,5,1.41274463686385,4.33333333333333,7.76584925482171,78.087976418519,"E07","ACTS","Sham","AMB",3,43.5729847494553,"E7",0.078087976418519
"48","w09E08","w09",100,"E8","CONTROL","Sept",0.7,0.008,2,0.166666667,0,0.0669467897546973,"E08","CTRL",NA,NA,NA,NA,NA,NA,NA,12,2.00438636631397,26.5,42.2096205307169,636.645860191809,"E08","CTRL","Sham","ACT",2,399.698340874811,"E8",0.636645860191809
"49","w09E09","w09",60,"E9","ACTLIVE","Sept",0.74,0.017,0,0,0,0,"E09","ACTL","ACTL",0.539432625976206,NA,NA,5.39432625976206e-07,NA,1.2,14,1.6277658350961,50.5,36.6448385349107,552.712496755818,"E09","ACTL","Ctrl","Ctrl",2,761.689291101056,"E9",0.552712496755818
"50","w09E10","w09",68,"E10","ACTSHAM","Sept",0.715,0.012,5,0.416666667,0.25,0.151267675432836,"E10","ACTS","ACTS",1.88801419091672,0.00188387235866465,0.00115545364969582,1.88801419091672e-06,997.806249406387,3.65,11,1.74891630623437,32.3333333333333,48.8311532818373,491.01209936488,"E10","ACTS","Sham","AMB",3,325.12150159209,"E10",0.49101209936488
"51","w12A01","w12",21,"A1","AMBLIVE","Oct",0.57,0,7,0.291666667,0.208333333,0.111150452234743,"A01","AMBL","AMBL",0.404574469482155,0.000508107088989459,0.000158645752189293,4.04574469482155e-07,1255.90497502184,2.07142857142857,10,1.32072174084451,88,63.4127880264002,956.452308090501,"A01","AMBL","Live","ACT",2,1327.30015082956,"A1",0.956452308090501
"52","w12A02","w12",41,"A2","CONTROL","Oct",0.52,0.029,5,0.208333333,0.166666667,0.0821867560675447,"A02","CTRL","CTRL",0.584385344807557,0.000382101558572149,8.5322085211037e-05,5.84385344807557e-07,653.852054927864,NA,14,1.35333645880683,54,66.2361160394818,666.024294011884,"A02","CTRL","Sham","ACT",3,542.986425339367,"A2",0.666024294011884
"53","w12A03","w12",1,"A3","ACTLIVE","Oct",0.5,0.011,3,0.125,0.125,0.0511525224473813,"A03","ACTL","ACTL",2.11277778507348,NA,NA,2.11277778507348e-06,NA,3.38888888888889,20,1.9242404641967,62.6666666666667,90.0012302569501,904.989746173455,"A03","ACTL","Ctrl","Ctrl",3,630.132394838277,"A3",0.904989746173455
"54","w12A04","w12",31,"A4","AMBSHAM","Oct",0.49,0.039,5,0.208333333,0.208333333,0.0821867560675447,"A04","AMBS","AMBS",1.16877068961511,0.000633484162895917,3.73284122798287e-05,1.16877068961511e-06,542.008940269137,3.56,13,1.21553814830056,90.5,100.925339216088,1522.25247686408,"A04","AMBS","Live","AMB",2,1365.00754147813,"A4",1.52225247686408
"55","w12A05","w12",32,"A5","AMBSHAM","Oct",0.44,0.04,1,0.041666667,0.041666667,0.0177287670994059,"A05","AMBS","AMBS",0.719243501301609,0.00106523378582205,0.000253299940470296,7.19243501301609e-07,1481.04749489471,2.1,16,1.12003571723977,130.5,143.615532916671,2166.14680115642,"A05","AMBS","Live","AMB",2,1968.3257918552,"A5",2.16614680115642
"56","w12A06","w12",42,"A6","CONTROL","Oct",0.44,0.055,1,0.041666667,0.041666667,0.0177287670994059,"A06","CTRL","CTRL",1.12381797078376,0.000164027149321274,5.59926184197431e-05,1.12381797078376e-06,145.955264629626,NA,15,1.86257581425982,40,24.9862942117779,251.244788454277,"A06","CTRL","Sham","ACT",3,402.212166918049,"A6",0.251244788454277
"57","w12A07","w12",20,"A7","ACTSHAM","Oct",0.5,0.033,0,0,0,0,"A07","ACTS","ACTS",0.719243501301608,0.000175967823026655,1.77754344189661e-05,7.19243501301608e-07,244.656813315946,2.625,13,1.22257959808176,72.6666666666667,101.514070117619,1020.75485286696,"A07","ACTS","Sham","AMB",3,730.68543656779,"A7",1.02075485286696
"58","w12A08","w12",2,"A8","ACTLIVE","Oct",0.42,0.021,14,0.583333333,0.583333333,0.199572354813774,"A08","ACTL","ACTL",0.719243501301609,0.00043363499245853,2.6663151628449e-05,7.19243501301608e-07,602.904289957135,3.85,12,1.65870951716772,39,29.6705941015521,298.346848683279,"A08","ACTL","Ctrl","Ctrl",3,392.156862745098,"A8",0.298346848683279
"59","w12A09","w12",33,"A9","AMBSHAM","Oct",0.4,0.012,8,0.333333333,0.333333333,0.124938736499726,"A09","AMBS","AMBS",0.359621750650804,0.000400326797385613,0.000219526615074282,3.59621750650804e-07,1113.18850058748,2,11,1.61071233578354,40,48.639925502354,489.089245875857,"A09","AMBS","Live","AMB",3,402.212166918049,"A9",0.489089245875857
"60","w12A10","w12",11,"A10","ACTSHAM","Oct",0.46,0,16,0.666666667,0.666666667,0.221848749703215,"A10","ACTS","ACTS",2.33754137923023,0.000233785822021124,3.19957819541389e-05,2.33754137923023e-06,100.013554454429,1.95,17,1.3457270272219,91.3333333333333,128.528356826003,1292.39172273508,"A10","ACTS","Sham","AMB",3,918.384447796212,"A10",1.29239172273508
"61","w12B01","w12",43,"B1","CONTROL","Oct",0.6,0.004,1,0.041666667,0.041666667,0.0177287670994059,"B01","CTRL","CTRL",0.764196220132959,0.00026395173453998,4.9771216373105e-05,7.64196220132959e-07,345.397854093097,NA,15,1.60732260663277,65.3333333333333,93.5404507282137,940.577684547147,"B01","CTRL","Sham","ACT",3,656.94653929948,"B1",0.940577684547147
"62","w12B02","w12",34,"B2","AMBSHAM","Oct",0.5,0.026,2,0.083333333,0.041666667,0.0347621061255828,"B02","AMBS","AMBS",0.539432625976206,0.000113122171945722,3.19957819541389e-05,5.39432625976206e-07,209.705839985126,1.85,12,1.18149646288671,48,50.3794771312351,506.580966628809,"B02","AMBS","Live","AMB",3,482.654600301659,"B2",0.506580966628809
"63","w12B03","w12",38,"B3","AMBSHAM","Oct",0.53,0.017,0,0,0,0,"B03","AMBS","AMBS",-4.194088666965,0.000233785822021107,5.33263032569218e-05,-4.194088666965e-06,-55.7417452479094,2.11111111111111,17,1.48413346773309,63.6666666666667,62.9001394696219,632.480034888103,"B03","AMBS","Live","AMB",3,640.187699011228,"B3",0.632480034888103
"64","w12B04","w12",22,"B4","AMBLIVE","Oct",0.43,0.001,13,0.541666667,0.541666667,0.18799048244929,"B04","AMBL","AMBL",0.764196220132959,0.000310457516339871,0,7.64196220132959e-07,406.253666480915,2.65,15,1.14417198435875,81,71.9247817112689,723.225557679929,"B04","AMBL","Live","ACT",3,814.47963800905,"B4",0.723225557679929
"65","w12B05","w12",12,"B5","ACTSHAM","Oct",0.5,0.017,1,0.083333333,0.083333333,0.0347621061255828,"B05","ACTS","ACTS",1.66325059675997,0.000246354952237317,4.9771216373105e-05,1.66325059675997e-06,148.116557250735,2.27777777777778,11,0.957552882233493,72.3333333333333,70.7766854952069,711.681101007611,"B05","ACTS","Sham","AMB",3,727.333668510139,"B5",0.711681101007611
"66","w12B06","w12",39,"B6","AMBSHAM","Oct",0.5,0.003,0,0,0,0,"B06","AMBS","AMBS",1.03391253312106,0.00021430367018603,4.88824446521566e-05,1.03391253312106e-06,207.274467927295,1.65,17,1.47676300864025,69,64.9407468656457,652.998962952697,"B06","AMBS","Live","AMB",3,693.815987933635,"B6",0.652998962952697
"67","w12B07","w12",23,"B7","AMBLIVE","Oct",0.47,0.019,9,0.375,0.333333333,0.138302698166281,"B07","AMBL","AMBL",0.85410165779566,0.00039592760180995,6.22140204663812e-05,8.5410165779566e-07,463.560277861765,1.83333333333333,18,1.62374644756367,70,65.6472816134904,660.103384751035,"B07","AMBL","Live","ACT",3,703.871292106586,"B7",0.660103384751035
"68","w12B08","w12",49,"B8","CONTROL","Oct",0.56,0.004,0,0,0,0,"B08","CTRL","CTRL",0.89905437662701,0.000965309200603296,0.000255966255633135,8.99054376627011e-07,1073.69390072362,NA,14,2.10419480007197,47,48.9025017988611,491.729530405843,"B08","CTRL","Sham","ACT",3,472.599296128708,"B8",0.491729530405843
"69","w12B09","w12",3,"B9","ACTLIVE","Oct",0.48,0.01,4,0.166666667,0.166666667,0.0669467897546973,"B09","ACTL","ACTL",0.764196220132959,0.000522875816993473,0.000113762780281414,7.64196220132959e-07,684.21670144155,3.83333333333333,14,1.5314411467101,64.6666666666667,98.6598491225533,992.054792584749,"B09","ACTL","Ctrl","Ctrl",3,650.24300318418,"B9",0.992054792584749
"70","w12B10","w12",30,"B10","AMBLIVE","Oct",0.58,0,0,0,0,0,"B10","AMBL","AMBL",1.97791962857942,0.000563725490196071,0.000150202420840289,1.97791962857942e-06,285.009300707,2.15,15,1.61236074229123,80.3333333333333,127.113246071347,1278.1623536586,"B10","AMBL","Live","ACT",3,807.776101893749,"B10",1.2781623536586
"71","w12C01","w12",4,"C1","ACTLIVE","Oct",0.58,0.02,7,0.291666667,0.291666667,0.111150452234743,"C01","ACTL","ACTL",0.89905437662701,0.000467571644042231,0.000127983127816579,8.99054376627011e-07,520.070483163013,2.95,17,1.42695103815885,108.5,94.2517725211725,1421.59536231029,"C01","ACTL","Ctrl","Ctrl",2,1636.50075414781,"C1",1.42159536231029
"72","w12C02","w12",5,"C2","ACTLIVE","Oct",0.59,0.025,3,0.125,0.083333333,0.0511525224473813,"C02","ACTL","ACTL",0.539432625976206,0.00023504273504274,9.77648893043133e-05,5.39432625976206e-07,435.722134191245,2,15,1.5995592091179,65,80.0716096957465,805.144391108562,"C02","ACTL","Ctrl","Ctrl",3,653.59477124183,"C2",0.805144391108562
"73","w12C03","w12",44,"C3","CONTROL","Oct",0.58,0.02,3,0.125,0.125,0.0511525224473813,"C03","CTRL","CTRL",0.674290782470258,0.000304172951231772,5.8658933582588e-05,6.74290782470258e-07,451.100562456804,NA,19,1.84581565271049,61,81.7207725500624,821.727225239441,"C03","CTRL","Sham","ACT",3,613.373554550025,"C3",0.821727225239441
